Data Extract Date,WorkOrderKey,Work Order Description,Work Type,Work Criticality,EquipmentRef,Work Order Status,Condition For Work,Status Date,Target Finish Date,Schedule Start Date,Schedule Finish Date,Work Order Priority,Department,Discipline,Work Order Remaining Hours
"Sunday, March 31, 2019",126783,Work Order Description - 126783 - CM,CM,1.00,368279,WSCHD,PACK-ISOL,8/30/2018,9/1/2019,5/18/2019,5/18/2019,2,INTEGRITY,CONSTRUCTION,224
"Sunday, March 31, 2019",126833,Work Order Description - 126833 - BR,BR,1.00,363884,WSCHD,NORM-OPS,8/29/2017,8/25/2019,4/13/2019,4/13/2019,4,MAINTENANCE,INSTRUMENTS,8
"Sunday, March 31, 2019",126838,Work Order Description - 126838 - PM,PM,3.00,54313,SCHD,PACK-ISOL,3/20/2019,10/30/2019,5/25/2019,5/25/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",126858,Work Order Description - 126858 - BR,BR,3.00,51015,WSCHD,NORM-OPS,9/18/2017,12/19/2019,4/20/2019,4/20/2019,2,MAINTENANCE,INSTRUMENTS,12
"Sunday, March 31, 2019",126861,Work Order Description - 126861 - BR,BR,3.00,51535,SCHD,NORM-OPS,2/11/2019,8/31/2019,3/30/2019,3/31/2019,4,MAINTENANCE,ELECTRICAL,4
"Sunday, March 31, 2019",126867,Work Order Description - 126867 - PSCM,PSCM,1.00,355369,WMATL,PACK-ISOL,3/7/2018,8/22/2019,5/4/2019,5/7/2019,4,INTEGRITY,MECHANICAL,52
"Sunday, March 31, 2019",126872,Work Order Description - 126872 - PM,PM,4.00,399939,WSCHD,EQUIP-ISOL,8/24/2017,3/5/2019,12/28/2019,12/29/2019,1,INTEGRITY,CONSTRUCTION,7
"Sunday, March 31, 2019",126887,Work Order Description - 126887 - CM,CM,3.00,363333,WSCHD,NORM-OPS,9/14/2017,8/23/2019,4/27/2019,5/1/2019,4,MAINTENANCE,SERVICES,35
"Sunday, March 31, 2019",126909,Work Order Description - 126909 - BR,BR,3.00,546583,WSCHD,TPS,5/30/2018,8/23/2019,5/3/2020,5/8/2020,4,MAINTENANCE,MECHANICAL,42
"Sunday, March 31, 2019",126979,Work Order Description - 126979 - CM,CM,4.00,545222,WSCHD,NORM-OPS,9/13/2017,8/25/2019,5/4/2019,5/7/2019,4,MAINTENANCE,SERVICES,36
"Sunday, March 31, 2019",126984,Work Order Description - 126984 - BR,BR,3.00,657770,WSCHD,PACK-ISOL,9/10/2017,9/8/2019,5/11/2019,5/15/2019,3,MAINTENANCE,MECHANICAL,59
"Sunday, March 31, 2019",126985,Work Order Description - 126985 - BR,BR,3.00,545222,WSCHD,PACK-ISOL,9/12/2017,8/23/2019,4/27/2019,4/29/2019,3,MAINTENANCE,MECHANICAL,24
"Sunday, March 31, 2019",126987,Work Order Description - 126987 - PSCM,PSCM,1.00,677357,WMATL,PACK-ISOL,3/7/2018,8/25/2019,5/4/2019,5/9/2019,4,INTEGRITY,MECHANICAL,80
"Sunday, March 31, 2019",126989,Work Order Description - 126989 - BR,BR,3.00,545222,WSCHD,PACK-ISOL,9/11/2017,7/29/2019,4/27/2019,5/7/2019,3,MAINTENANCE,MECHANICAL,96
"Sunday, March 31, 2019",127018,Work Order Description - 127018 - CM,CM,4.00,469372,WSCHD,NORM-OPS,9/8/2017,5/24/2019,5/25/2019,5/26/2019,3,MAINTENANCE,INSTRUMENTS,31
"Sunday, March 31, 2019",127021,Work Order Description - 127021 - BR,BR,3.00,354602,SCHD,PACK-ISOL,1/23/2019,2/22/2019,5/25/2019,5/27/2019,3,MAINTENANCE,MECHANICAL,28
"Sunday, March 31, 2019",127022,Work Order Description - 127022 - CM,CM,4.00,490436,WSCHD,NORM-OPS,9/13/2017,8/26/2019,12/28/2019,12/28/2019,4,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",127051,Work Order Description - 127051 - BR,BR,3.00,545266,WSCHD,PACK-ISOL,8/5/2018,6/13/2019,6/29/2019,6/30/2019,3,MAINTENANCE,MECHANICAL,16
"Sunday, March 31, 2019",127111,Work Order Description - 127111 - CM,CM,4.00,326805,WPLAN,TPS,8/30/2017,1/23/2020,4/27/2019,4/27/2019,3,MAINTENANCE,CONSTRUCTION,15
"Sunday, March 31, 2019",127125,Work Order Description - 127125 - BR,BR,4.00,238343,SCHD,NORM-OPS,9/6/2018,9/5/2019,9/7/2019,9/9/2019,3,MAINTENANCE,ELECTRICAL,48
"Sunday, March 31, 2019",127127,Work Order Description - 127127 - BR,BR,4.00,652220,WSCHD,NORM-OPS,10/9/2017,8/29/2019,4/27/2019,4/28/2019,4,MAINTENANCE,SERVICES,16
"Sunday, March 31, 2019",127141,Work Order Description - 127141 - BR,BR,3.00,499512,WPLAN,TPS,9/12/2017,12/18/2019,5/2/2020,5/5/2020,3,MAINTENANCE,MECHANICAL,46
"Sunday, March 31, 2019",127142,Work Order Description - 127142 - CM,CM,1.00,484754,WSCHD,NORM-OPS,7/13/2018,4/1/2019,5/25/2019,5/31/2019,4,INTEGRITY,CONSTRUCTION,1
"Sunday, March 31, 2019",127143,Work Order Description - 127143 - BR,BR,3.00,226526,WPLAN,TPS,1/28/2018,3/18/2020,5/2/2020,5/5/2020,3,MAINTENANCE,MECHANICAL,46
"Sunday, March 31, 2019",130362,Work Order Description - 130362 - PM,PM,2.00,595905,WSCHD,EQUIP-ISOL,6/8/2018,9/29/2019,5/3/2020,5/6/2020,2,MAINTENANCE,INSTRUMENTS,36
"Sunday, March 31, 2019",130404,Work Order Description - 130404 - BR,BR,2.00,376682,SCHD,NORM-OPS,6/21/2018,9/3/2019,4/30/2019,5/2/2019,4,MAINTENANCE,MECHANICAL,46
"Sunday, March 31, 2019",130419,Work Order Description - 130419 - CM,CM,1.00,17814,WSCHD,NORM-OPS,2/18/2018,9/3/2019,5/4/2019,5/5/2019,4,INTEGRITY,FABRIC,600
"Sunday, March 31, 2019",130421,Work Order Description - 130421 - CM,CM,4.00,666777,WSCHD,NORM-OPS,10/11/2017,1/20/2019,6/1/2019,6/2/2019,3,MAINTENANCE,DRILLING,12
"Sunday, March 31, 2019",130422,Work Order Description - 130422 - CM,CM,3.00,670209,SCHD,PACK-ISOL,6/21/2018,2/1/2019,5/4/2019,5/5/2019,2,MAINTENANCE,ELECTRICAL,28
"Sunday, March 31, 2019",130423,Work Order Description - 130423 - CM,CM,4.00,307449,WSCHD,NORM-OPS,10/13/2017,9/7/2019,6/1/2019,6/2/2019,3,MAINTENANCE,DRILLING,8
"Sunday, March 31, 2019",130424,Work Order Description - 130424 - CM,CM,2.00,408320,WPLAN,NORM-OPS,9/16/2017,9/3/2019,5/4/2019,5/5/2019,4,MAINTENANCE,MECHANICAL,32
"Sunday, March 31, 2019",130425,Work Order Description - 130425 - CM,CM,3.00,323294,WPLAN,TPS,12/1/2017,12/9/2019,12/1/2020,12/3/2020,3,MAINTENANCE,MECHANICAL,29
"Sunday, March 31, 2019",130426,Work Order Description - 130426 - CM,CM,4.00,666780,WSCHD,NORM-OPS,10/13/2017,2/26/2019,6/1/2019,6/2/2019,3,MAINTENANCE,DRILLING,8
"Sunday, March 31, 2019",130441,Work Order Description - 130441 - PSPM,PSPM,3.00,396314,SCHD,EQUIP-ISOL,10/5/2018,5/26/2019,7/13/2019,7/13/2019,1,INTEGRITY,MECHANICAL,4
"Sunday, March 31, 2019",130451,Work Order Description - 130451 - CM,CM,4.00,501566,WPLAN,TPS,12/17/2017,1/5/2020,1/28/2020,2/1/2020,2,MAINTENANCE,MECHANICAL,28
"Sunday, March 31, 2019",130453,Work Order Description - 130453 - CM,CM,4.00,530985,WSCHD,NORM-OPS,9/14/2017,8/25/2019,7/24/2019,7/24/2019,3,MAINTENANCE,INSTRUMENTS,10
"Sunday, March 31, 2019",130455,Work Order Description - 130455 - CM,CM,1.00,678548,WSCHD,PACK-ISOL,9/1/2018,7/1/2019,5/4/2019,5/4/2019,3,MAINTENANCE,INSTRUMENTS,9
"Sunday, March 31, 2019",130514,Work Order Description - 130514 - CM,CM,1.00,540547,WSCHD,NORM-OPS,9/12/2017,9/4/2019,4/13/2019,4/13/2019,4,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",130531,Work Order Description - 130531 - PM,PM,4.00,527429,SCHD,PACK-ISOL,6/21/2018,2/24/2019,4/30/2019,4/30/2019,2,MAINTENANCE,MECHANICAL,1
"Sunday, March 31, 2019",130541,Work Order Description - 130541 - PM,PM,4.00,671538,WSCHD,EQUIP-ISOL,9/6/2017,12/5/2019,10/26/2019,10/26/2019,2,MAINTENANCE,INSTRUMENTS,8
"Sunday, March 31, 2019",130582,Work Order Description - 130582 - CM,CM,1.00,378817,SCHD,NORM-OPS,3/6/2019,6/6/2019,5/29/2019,6/11/2019,3,INTEGRITY,FABRIC,322
"Sunday, March 31, 2019",130603,Work Order Description - 130603 - CM,CM,4.00,570144,WSCHD,NORM-OPS,1/14/2019,9/5/2019,9/15/2019,9/15/2019,4,INTEGRITY,CONSTRUCTION,81
"Sunday, March 31, 2019",130650,Work Order Description - 130650 - BR,BR,4.00,489534,WSCHD,NORM-OPS,9/17/2017,1/11/2019,12/28/2019,12/29/2019,3,INTEGRITY,CONSTRUCTION,1
"Sunday, March 31, 2019",130698,Work Order Description - 130698 - CM,CM,4.00,70841,WSCHD,NORM-OPS,9/25/2017,9/6/2019,5/25/2019,5/27/2019,4,INTEGRITY,FABRIC,150
"Sunday, March 31, 2019",130772,Work Order Description - 130772 - PM,PM,4.00,54712,SCHD,EQUIP-ISOL,10/29/2018,8/9/2019,4/20/2019,4/20/2019,3,MAINTENANCE,INSTRUMENTS,3
"Sunday, March 31, 2019",130773,Work Order Description - 130773 - PM,PM,4.00,357476,SCHD,EQUIP-ISOL,10/29/2018,12/13/2019,4/20/2019,4/20/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",130776,Work Order Description - 130776 - PM,PM,4.00,70841,WSCHD,EQUIP-ISOL,9/9/2017,10/26/2019,6/8/2019,6/9/2019,1,MAINTENANCE,INSTRUMENTS,7
"Sunday, March 31, 2019",130815,Work Order Description - 130815 - BR,BR,2.00,686570,SCHD,PACK-ISOL,6/21/2018,9/8/2019,8/11/2019,8/20/2019,4,INTEGRITY,MECHANICAL,152
"Sunday, March 31, 2019",130916,Work Order Description - 130916 - CM,CM,4.00,72685,WPLAN,ON LINE,9/21/2017,9/9/2019,5/27/2019,5/29/2019,4,MAINTENANCE,MECHANICAL,44
"Sunday, March 31, 2019",130919,Work Order Description - 130919 - BR,BR,4.00,457371,WSCHD,NORM-OPS,2/18/2019,2/16/2021,4/27/2019,4/27/2019,4,OPERATIONS,OPERATIONS,1
"Sunday, March 31, 2019",130948,Work Order Description - 130948 - PM,PM,4.00,361287,SCHD,EQUIP-ISOL,11/14/2018,12/13/2019,4/20/2019,4/20/2019,1,INTEGRITY,CONSTRUCTION,8
"Sunday, March 31, 2019",130998,Work Order Description - 130998 - CM,CM,4.00,261670,WSCHD,TPS,9/13/2017,9/11/2019,5/2/2020,5/2/2020,4,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",130999,Work Order Description - 130999 - CM,CM,4.00,352979,WSCHD,TPS,9/13/2017,9/11/2019,5/2/2020,5/2/2020,4,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",131000,Work Order Description - 131000 - CM,CM,4.00,546365,WSCHD,TPS,9/13/2017,9/11/2019,5/2/2020,5/2/2020,4,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",131001,Work Order Description - 131001 - CM,CM,4.00,323137,WSCHD,TPS,9/13/2017,9/11/2019,5/2/2020,5/2/2020,4,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",131002,Work Order Description - 131002 - CM,CM,4.00,262054,WSCHD,TPS,9/13/2017,9/11/2019,5/2/2020,5/2/2020,4,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",131003,Work Order Description - 131003 - CM,CM,4.00,498545,WSCHD,TPS,9/13/2017,9/11/2019,5/2/2020,5/2/2020,4,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",131004,Work Order Description - 131004 - CM,CM,4.00,359476,WSCHD,TPS,11/4/2017,9/11/2019,5/2/2020,5/2/2020,4,MAINTENANCE,OPERATIONS,1
"Sunday, March 31, 2019",131005,Work Order Description - 131005 - CM,CM,4.00,56814,WSCHD,TPS,9/13/2017,9/11/2019,5/2/2020,5/2/2020,4,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",131006,Work Order Description - 131006 - CM,CM,4.00,33241,WSCHD,TPS,9/13/2017,9/11/2019,5/2/2020,5/2/2020,4,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",131007,Work Order Description - 131007 - CM,CM,4.00,53959,WSCHD,TPS,9/13/2017,9/11/2019,5/2/2020,5/2/2020,4,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",131013,Work Order Description - 131013 - PM,PM,4.00,58419,WSCHD,SUBSYS-ISOL,9/12/2017,7/19/2019,6/1/2019,6/1/2019,1,MAINTENANCE,OPERATIONS,3
"Sunday, March 31, 2019",131090,Work Order Description - 131090 - BR,BR,4.00,500646,WMATL,NORM-OPS,2/2/2018,8/13/2019,5/4/2019,5/5/2019,3,MAINTENANCE,CONSTRUCTION,35
"Sunday, March 31, 2019",131160,Work Order Description - 131160 - BR,BR,4.00,362136,SCHD,NORM-OPS,3/8/2019,9/12/2019,4/20/2019,4/22/2019,4,MAINTENANCE,MECHANICAL,19
"Sunday, March 31, 2019",131189,Work Order Description - 131189 - BR,BR,4.00,245320,SCHD,NORM-OPS,3/7/2019,9/12/2019,4/20/2019,4/22/2019,4,MAINTENANCE,MECHANICAL,23
"Sunday, March 31, 2019",131242,Work Order Description - 131242 - BR,BR,4.00,548298,SCHD,NORM-OPS,3/7/2019,9/13/2019,4/20/2019,4/22/2019,4,MAINTENANCE,MECHANICAL,25
"Sunday, March 31, 2019",131243,Work Order Description - 131243 - BR,BR,4.00,545071,SCHD,NORM-OPS,3/7/2019,9/13/2019,4/20/2019,4/22/2019,4,MAINTENANCE,MECHANICAL,25
"Sunday, March 31, 2019",131244,Work Order Description - 131244 - BR,BR,4.00,400258,SCHD,NORM-OPS,3/7/2019,9/13/2019,4/20/2019,4/22/2019,4,MAINTENANCE,MECHANICAL,21
"Sunday, March 31, 2019",131245,Work Order Description - 131245 - BR,BR,4.00,245323,SCHD,NORM-OPS,3/7/2019,9/13/2019,4/20/2019,4/22/2019,4,MAINTENANCE,MECHANICAL,20
"Sunday, March 31, 2019",131246,Work Order Description - 131246 - BR,BR,4.00,400263,SCHD,NORM-OPS,3/7/2019,9/13/2019,4/20/2019,4/22/2019,4,MAINTENANCE,MECHANICAL,22
"Sunday, March 31, 2019",131248,Work Order Description - 131248 - BR,BR,4.00,400264,SCHD,NORM-OPS,3/7/2019,9/13/2019,4/20/2019,4/22/2019,4,MAINTENANCE,MECHANICAL,23
"Sunday, March 31, 2019",131249,Work Order Description - 131249 - BR,BR,4.00,400288,SCHD,NORM-OPS,3/7/2019,9/13/2019,4/20/2019,4/22/2019,4,MAINTENANCE,MECHANICAL,23
"Sunday, March 31, 2019",131283,Work Order Description - 131283 - CM,CM,4.00,19008,WSCHD,NORM-OPS,3/27/2018,9/13/2019,8/13/2019,8/14/2019,4,INTEGRITY,FABRIC,60
"Sunday, March 31, 2019",131284,Work Order Description - 131284 - BR,BR,3.00,669095,WMATL,TPS,10/20/2017,5/10/2019,7/13/2019,7/13/2019,2,MAINTENANCE,MECHANICAL,21
"Sunday, March 31, 2019",131337,Work Order Description - 131337 - PRJ,PRJ,3.00,76032,WPLAN,SYS-ISOL,9/15/2017,9/14/2019,4/21/2019,4/25/2019,4,INTEGRITY,CONSTRUCTION,105
"Sunday, March 31, 2019",131340,Work Order Description - 131340 - CM,CM,3.00,451454,WPLAN,SYS-ISOL,9/15/2017,1/23/2019,5/31/2019,7/12/2019,3,INTEGRITY,CONSTRUCTION,700
"Sunday, March 31, 2019",131341,Work Order Description - 131341 - CM,CM,3.00,383738,WPLAN,SYS-ISOL,9/15/2017,4/7/2019,5/31/2019,6/5/2019,3,MAINTENANCE,CONSTRUCTION,120
"Sunday, March 31, 2019",131344,Work Order Description - 131344 - CM,CM,4.00,520388,WPLAN,PACK-ISOL,4/4/2018,12/19/2018,4/27/2019,4/28/2019,3,WELLS,INSTRUMENTS,8
"Sunday, March 31, 2019",131345,Work Order Description - 131345 - BR,BR,3.00,124384,SCHD,NORM-OPS,6/21/2018,10/30/2019,4/27/2019,4/29/2019,4,MAINTENANCE,MECHANICAL,28
"Sunday, March 31, 2019",131423,Work Order Description - 131423 - PM,PM,4.00,652482,WSCHD,EQUIP-ISOL,9/17/2017,3/9/2019,5/4/2019,5/6/2019,2,MAINTENANCE,SERVICES,35
"Sunday, March 31, 2019",131430,Work Order Description - 131430 - PSPM,PSPM,1.00,361156,WSCHD,EQUIP-ISOL,9/17/2017,12/1/2019,4/27/2019,4/27/2019,1,INTEGRITY,CONSTRUCTION,5
"Sunday, March 31, 2019",131509,Work Order Description - 131509 - CM,CM,4.00,375773,SCHD,NORM-OPS,12/17/2018,9/16/2019,12/8/2019,12/8/2019,4,INTEGRITY,CONSTRUCTION,5
"Sunday, March 31, 2019",131574,Work Order Description - 131574 - CM,CM,4.00,228842,WPLAN,NORM-OPS,8/4/2018,1/1/2020,4/13/2019,4/13/2019,4,INTEGRITY,FABRIC,438
"Sunday, March 31, 2019",131623,Work Order Description - 131623 - BR,BR,2.00,451498,SCHD,PACK-ISOL,6/21/2018,9/20/2019,7/13/2019,7/16/2019,4,MAINTENANCE,MECHANICAL,42
"Sunday, March 31, 2019",131674,Work Order Description - 131674 - PSCM,PSCM,1.00,321203,WPLAN,NORM-OPS,4/4/2018,1/1/2020,6/1/2019,6/6/2019,4,MAINTENANCE,MECHANICAL,80
"Sunday, March 31, 2019",131749,Work Order Description - 131749 - BR,BR,4.00,489534,WPLAN,SUBSYS-ISOL,11/5/2017,9/20/2019,6/1/2019,6/2/2019,4,INTEGRITY,CONSTRUCTION,7
"Sunday, March 31, 2019",131759,Work Order Description - 131759 - BR,BR,1.00,57982,SCHD,SYS-ISOL,12/5/2018,7/1/2020,10/26/2019,10/27/2019,2,MAINTENANCE,MECHANICAL,36
"Sunday, March 31, 2019",131885,Work Order Description - 131885 - CM,CM,4.00,322843,WSCHD,NORM-OPS,9/24/2017,9/21/2019,6/1/2019,6/4/2019,4,MAINTENANCE,MECHANICAL,3
"Sunday, March 31, 2019",131892,Work Order Description - 131892 - PM,PM,4.00,273658,SCHD,EQUIP-ISOL,10/29/2018,12/5/2018,4/13/2019,4/14/2019,2,INTEGRITY,INSTRUMENTS,8
"Sunday, March 31, 2019",131943,Work Order Description - 131943 - CM,CM,3.00,449086,SCHD,NORM-OPS,6/21/2018,9/25/2019,3/16/2019,3/27/2019,3,INTEGRITY,FABRIC,224
"Sunday, March 31, 2019",132062,Work Order Description - 132062 - BR,BR,3.00,185571,SCHD,SUBSYS-ISOL,2/13/2019,3/20/2019,7/13/2019,7/13/2019,2,MAINTENANCE,INSTRUMENTS,3
"Sunday, March 31, 2019",132091,Work Order Description - 132091 - PM,PM,4.00,666260,WSCHD,NORM-OPS,9/25/2017,9/20/2019,12/12/2020,12/12/2020,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",132097,Work Order Description - 132097 - PM,PM,4.00,490184,WSCHD,EQUIP-ISOL,9/25/2017,3/21/2019,3/7/2020,3/7/2020,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",132135,Work Order Description - 132135 - CM,CM,4.00,674419,WSCHD,NORM-OPS,4/27/2018,9/24/2019,4/27/2019,4/27/2019,4,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",132200,Work Order Description - 132200 - CM,CM,3.00,308562,WSCHD,NORM-OPS,10/18/2017,9/24/2019,7/6/2019,7/9/2019,4,MAINTENANCE,CONSTRUCTION,37
"Sunday, March 31, 2019",132203,Work Order Description - 132203 - PM,PM,4.00,545296,WSCHD,EQUIP-ISOL,11/6/2017,6/14/2019,10/26/2019,10/27/2019,3,MAINTENANCE,ELECTRICAL,7
"Sunday, March 31, 2019",132204,Work Order Description - 132204 - PM,PM,4.00,308594,WSCHD,EQUIP-ISOL,9/26/2017,5/9/2019,10/26/2019,10/29/2019,2,MAINTENANCE,ELECTRICAL,53
"Sunday, March 31, 2019",132234,Work Order Description - 132234 - BR,BR,4.00,489534,WSCHD,NORM-OPS,1/12/2018,9/25/2019,5/25/2019,5/25/2019,4,MAINTENANCE,ELECTRICAL,1
"Sunday, March 31, 2019",132250,Work Order Description - 132250 - CM,CM,3.00,665119,SCHD,NORM-OPS,6/21/2018,8/3/2019,5/4/2019,5/4/2019,3,MAINTENANCE,ELECTRICAL,9
"Sunday, March 31, 2019",132307,Work Order Description - 132307 - CM,CM,2.00,653434,WSCHD,NORM-OPS,11/5/2017,9/26/2019,9/23/2019,9/26/2019,4,MAINTENANCE,FABRIC,63
"Sunday, March 31, 2019",132340,Work Order Description - 132340 - CM,CM,4.00,450552,WPLAN,NORM-OPS,10/6/2017,9/27/2019,4/6/2019,4/6/2019,4,INTEGRITY,FABRIC,238
"Sunday, March 31, 2019",132350,Work Order Description - 132350 - CM,CM,2.00,441710,WPLAN,TPS,10/6/2017,9/28/2019,7/13/2019,7/13/2019,3,INTEGRITY,INSPECTION,105
"Sunday, March 31, 2019",132429,Work Order Description - 132429 - BR,BR,3.00,33971,WSCHD,SUBSYS-ISOL,10/1/2017,6/14/2019,5/4/2019,5/5/2019,2,MAINTENANCE,OPERATIONS,16
"Sunday, March 31, 2019",132435,Work Order Description - 132435 - PM,PM,4.00,106148,SCHD,EQUIP-ISOL,6/21/2018,7/7/2019,7/13/2019,7/13/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",132487,Work Order Description - 132487 - CM,CM,2.00,572308,WSCHD,NORM-OPS,11/16/2018,9/29/2019,9/25/2019,9/28/2019,4,INTEGRITY,FABRIC,357
"Sunday, March 31, 2019",132493,Work Order Description - 132493 - CM,CM,4.00,669626,WPLAN,TPS,10/6/2017,10/1/2019,7/13/2019,7/20/2019,4,INTEGRITY,FABRIC,119
"Sunday, March 31, 2019",132505,Work Order Description - 132505 - BR,BR,1.00,547582,WSCHD,TPS,8/5/2018,1/1/2020,10/26/2019,10/31/2019,3,MAINTENANCE,CONSTRUCTION,1
"Sunday, March 31, 2019",132570,Work Order Description - 132570 - BR,BR,3.00,302233,WSCHD,TPS,6/7/2018,12/11/2019,5/2/2020,5/3/2020,3,MAINTENANCE,MECHANICAL,23
"Sunday, March 31, 2019",132576,Work Order Description - 132576 - BR,BR,3.00,215165,WSCHD,NORM-OPS,11/24/2017,12/15/2019,4/27/2019,4/27/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",132578,Work Order Description - 132578 - PSCM,PSCM,1.00,531478,WSCHD,NORM-OPS,6/13/2018,9/11/2019,9/24/2019,9/24/2019,4,MAINTENANCE,INSTRUMENTS,6
"Sunday, March 31, 2019",132599,Work Order Description - 132599 - PM,PM,4.00,357142,WSCHD,NORM-OPS,10/2/2017,3/27/2019,4/27/2019,4/27/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",132616,Work Order Description - 132616 - PM,PM,4.00,675119,WSCHD,EQUIP-ISOL,10/2/2017,10/28/2019,9/28/2019,9/29/2019,3,MAINTENANCE,ELECTRICAL,7
"Sunday, March 31, 2019",132617,Work Order Description - 132617 - PM,PM,4.00,308812,WSCHD,EQUIP-ISOL,10/2/2017,1/23/2019,9/28/2019,9/29/2019,3,MAINTENANCE,ELECTRICAL,7
"Sunday, March 31, 2019",132622,Work Order Description - 132622 - PM,PM,2.00,321199,SCHD,PACK-ISOL,11/11/2018,5/22/2019,6/29/2019,6/29/2019,2,MAINTENANCE,INSTRUMENTS,11
"Sunday, March 31, 2019",132654,Work Order Description - 132654 - BR,BR,3.00,546585,WSCHD,TPS,5/30/2018,10/1/2019,5/3/2020,5/4/2020,4,MAINTENANCE,MECHANICAL,38
"Sunday, March 31, 2019",132699,Work Order Description - 132699 - PM,PM,4.00,358177,WSCHD,EQUIP-ISOL,11/6/2017,12/11/2019,9/24/2019,9/24/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",132735,Work Order Description - 132735 - CM,CM,1.00,228839,SCHD,NORM-OPS,12/24/2018,6/2/2019,3/23/2019,5/7/2019,3,INTEGRITY,CONSTRUCTION,1
"Sunday, March 31, 2019",132736,Work Order Description - 132736 - CM,CM,1.00,228839,SCHD,NORM-OPS,11/2/2018,11/2/2019,11/2/2019,11/19/2019,3,INTEGRITY,CONSTRUCTION,386
"Sunday, March 31, 2019",132750,Work Order Description - 132750 - CM,CM,1.00,677994,WSCHD,TPS,10/7/2017,8/1/2020,5/2/2020,5/2/2020,3,INTEGRITY,INSTRUMENTS,4
"Sunday, March 31, 2019",132752,Work Order Description - 132752 - CM,CM,1.00,308465,WSCHD,TPS,10/7/2017,8/1/2020,5/2/2020,5/4/2020,3,MAINTENANCE,INSTRUMENTS,40
"Sunday, March 31, 2019",132789,Work Order Description - 132789 - PM,PM,3.00,357458,WSCHD,EQUIP-ISOL,10/4/2017,1/26/2019,6/27/2020,6/27/2020,4,MAINTENANCE,INSTRUMENTS,3
"Sunday, March 31, 2019",132817,Work Order Description - 132817 - PSPM,PSPM,1.00,261209,WSCHD,EQUIP-ISOL,10/4/2017,5/1/2019,9/28/2019,9/28/2019,1,INTEGRITY,CONSTRUCTION,5
"Sunday, March 31, 2019",133692,Work Order Description - 133692 - CM,CM,1.00,531852,WSCHD,ON LINE,10/7/2017,8/1/2019,9/7/2019,9/9/2019,3,INTEGRITY,INSTRUMENTS,38
"Sunday, March 31, 2019",133714,Work Order Description - 133714 - PM,PM,3.00,531852,WSCHD,EQUIP-ISOL,10/5/2017,8/10/2019,9/7/2019,9/9/2019,2,INTEGRITY,INSTRUMENTS,36
"Sunday, March 31, 2019",133758,Work Order Description - 133758 - PM,PM,4.00,105565,SCHD,PACK-ISOL,6/1/2018,7/30/2019,7/13/2019,7/13/2019,2,MAINTENANCE,INSTRUMENTS,6
"Sunday, March 31, 2019",133876,Work Order Description - 133876 - PSPM,PSPM,1.00,294961,SCHD,EQUIP-ISOL,3/5/2019,4/19/2019,4/6/2019,4/6/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",133887,Work Order Description - 133887 - PM,PM,3.00,54303,WSCHD,PACK-ISOL,10/7/2017,7/12/2019,4/27/2019,4/27/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",134003,Work Order Description - 134003 - BR,BR,4.00,355384,WSCHD,NORM-OPS,11/23/2017,1/7/2020,4/13/2019,4/14/2019,3,INTEGRITY,MECHANICAL,54
"Sunday, March 31, 2019",134008,Work Order Description - 134008 - BR,BR,3.00,491600,WSCHD,TPS,8/5/2018,9/23/2019,6/2/2020,6/5/2020,3,MAINTENANCE,CONSTRUCTION,24
"Sunday, March 31, 2019",134143,Work Order Description - 134143 - CM,CM,2.00,363240,WSCHD,NORM-OPS,11/22/2017,10/9/2019,4/20/2019,4/21/2019,4,MAINTENANCE,INSTRUMENTS,9
"Sunday, March 31, 2019",134249,Work Order Description - 134249 - PSCM,PSCM,1.00,697913,WSCHD,NORM-OPS,1/18/2018,9/1/2019,4/20/2019,4/22/2019,2,INTEGRITY,CONSTRUCTION,115
